Text,Target
дархан хот 5 дугаар сургууль байхад,нутаг дотроо шилжин ажиллахаар болсон
дархан хот руу шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
дархан шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дархануул аймагт шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дархануул аймгийн дархан сум руу гэрээрээ шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
декрит,жирэмсний амралт
декрит авсан,жирэмсний амралт
декриттэй хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
декриттэй хүний оронд ажиллаж байсан учраас,хүний оронд түр ажиллаж байсан
декриттэй хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
дикрит авсан,жирэмсний амралт
дикриттэй хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
дорноговь их хэт сум руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дорнод 10р цэцэрлэгт орсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дорнод аймаг руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дорнод аймаг шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дорнод руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дорнод шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дугших ххкд орсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дунд ангийн багшаар ажиллах,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дууны чиглэлээрээ ажиллахыг хүссэн,дэвшин ажиллахаар
дэвшсэн,дэвшин ажиллахаар
дэлхийн зөн оубт ажилд орсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дээд сургуульд орсон,мэргэжил дээшлүүлэхээр
дээд сургуульд суралцах болсон,мэргэжил дээшлүүлэхээр
ебын 4р сургуульд ажилд орсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
ебс орсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
ебсд ажиллах зорилгоор,хөдөө орон нутаг руу шилжин ажиллахаар болсон
ебсд ажиллах чин хүсэл эрмэлзэлтэй,хөдөө орон нутаг руу шилжин ажиллахаар болсон
ебсд багшаар,хөдөө орон нутаг руу шилжин ажиллахаар болсон
ебсд багшаар ажиллахаар,хөдөө орон нутаг руу шилжин ажиллахаар болсон
ебсд шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
ерөнхий боловсролын сургууль орсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
ерөнхий боловсролын сургуульд ажиллахаар болсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
жа хүүхдээ асрах,жирэмсний амралт
жа чөлөөт эх,жирэмсний амралт
жирэмсний амралт,жирэмсний амралт
жаргалант ебс д шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
жаргалант сумын ебс шилжин явсан,хөдөө орон нутаг руу шилжин ажиллахаар болсон
жилийн чөлөө,ажиллаж байгаа
жилийн чөлөө авч түр чөлөөлөгдсөн,ажиллаж байгаа
жирмсэн,жирэмсний амралт
жирмэсний амралт дуусад өөрийн хүсэлтээр,өөрийн хүсэлтээр
жирэмжсний амралттай хүний оронд ажилласантушаал №24,хүний оронд түр ажиллаж байсан
жирэмжсэн чөлөө авсан,жирэмсний амралт
жирэмсний амралт,жирэмсний амралт
жирэмсний амралт аваад дахин ороогүй,халагдсан
жирэмсний амралт авсан,жирэмсний амралт
жирэмсний амралт авсан багшийн түр орон тоонд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралт авсан хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралт авсан,жирэмсний амралт
жирэмсний амралт эдлээд гарсан,халагдсан
жирэмсний амралтаа аваад гарсан,жирэмсний амралт
жирэмсний амралтаа аваад гарсан,жирэмсний амралт
жирэмсний амралтаа авсан,жирэмсний амралт
жирэмсний амралтаар,жирэмсний амралт
жирэмсний амралтай хүний оронд түр ажилсан,хүний оронд түр ажиллаж байсан
